Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR93947,Shawn Rice,83,Male,38288,4/4/2005,Steve Diaz,Asian,Budget/Accounting Analyst III,Kevin Kim,High,Jade,Private Bank,"89,464.30","11,944.34",1,"4,591.14","414,692.23","837,966.41","309,402.98","402,223.87","19,344.38","291,862.14",0,1
PKR14471,Bobby Williamson,21,Male,8086,3/16/2008,Joe Price,Asian,Assistant Media Planner,Peter Castillo,Mid,Jade,Commercial,"181,394.41","23,975.46",1,"1,649.97","755,733.21","597,364.28","251,272.28","113,641.44","51,140.22","1,550,187.98",2,2
PKR88703,Joe Garcia,75,Female,13708,10/11/1996,Frank Brown,European,Project Manager,Lawrence Sanchez,Mid,Jade,Retail,"241,627.68","31,251.20",2,"8,747.66","1,763,699.11","2,134,158.43","684,234.00","1,096,077.71","57,034.26","1,030,468.01",1,3
PKR47036,Kathryn Hill,59,Female,10551,2/3/1996,Bruce Porter,Asian,Geologist III,Sean Vasquez,Mid,Jade,Institutional,"343,910.39","62,158.49",1,798.09,"817,278.61","523,535.70","243,333.49","390,292.17",583.24,"1,448,323.01",3,4
PKR38886,Samuel Matthews,64,Male,8712,7/15/2012,Paul Larson,American,Research Nurse,Eugene Cunningham,Mid,Jade,Retail,"109,843.19","37,048.72",3,"6,149.44","1,210,157.20","1,938,117.36","689,108.39","537,504.55","3,250.07","758,862.70",3,2
PKR20053,Jeffrey Gardner,34,Male,2080,5/1/2000,Adam Hernandez,American,Biostatistician II,Victor Dean,Mid,Silver,Retail,"90,493.26","41,330.25",1,"1,471.26","120,713.72","228,001.87","120,000.99","156,801.29","30,259.85","717,355.80",3,2
PKR47894,Arthur Garza,47,Female,23182,8/31/2012,Shawn Long,European,Assistant Professor,Sean Vasquez,High,Silver,Retail,"215,401.05","59,875.70",2,882.92,"363,645.44","463,032.46","469,045.87","105,835.99","53,088.46","402,108.44",0,4
PKR88607,Martin Chapman,61,Female,18607,10/15/2005,Nicholas Cunningham,Asian,Technical Writer,Steve Sanchez,Low,Silver,Private Bank,"95,682.13","11,891.65",2,"1,225.69","77,092.06","718,547.05","185,431.50","322,650.81","60,605.51","638,532.99",2,1
PKR91152,Matthew Morris,40,Male,16066,7/2/2009,Jonathan Hawkins,Asian,Data Coordiator,Nicholas Ward,Low,Jade,Retail,"79,374.20","12,797.46",3,"3,435.78","308,861.23","679,198.46","284,203.61","233,046.96","2,706.61","570,277.46",0,1
PKR53812,Jesse Daniels,35,Male,26406,10/4/1992,Stephen Payne,Asian,Programmer IV,Lawrence Sanchez,Mid,Gold,Private Bank,"401,144.86","58,665.36",1,"5,276.19","384,347.67","398,228.09","193,732.59","292,751.46","19,834.32","1,387,979.56",2,3
PKR96437,Anthony Hall,60,Female,38732,4/1/2010,Mark Montgomery,American,Database Administrator II,Gregory Boyd,High,Jade,Retail,"390,058.27","30,999.60",1,"2,550.99","121,180.00","590,538.47","624,283.52","267,598.29","39,935.45","834,960.88",0,3
PKR40105,Antonio Robinson,58,Female,20800,4/15/2013,Benjamin Kim,European,Account Representative III,Lawrence Sanchez,High,Jade,Retail,"282,275.52","32,380.20",2,"3,753.34","521,029.70","349,786.13","377,400.82","60,476.18","10,875.14",0.00,1,2
PKR54599,Fred Ray,34,Female,3906,2/3/1993,Frank Brown,Asian,Accountant I,Carl Anderson,High,Silver,Institutional,"261,816.27","28,229.28",1,"4,348.32","1,836,558.92","519,403.27","133,267.94","179,262.47","40,575.97","813,538.43",3,2
PKR31887,Kevin Weaver,50,Male,3730,3/19/2003,Benjamin Kim,Australian,Engineer II,Sean Vasquez,Low,Jade,Private Bank,"118,810.16","22,807.60",2,"1,707.58","283,417.37","428,988.19","225,493.79","214,164.11","29,332.68","622,683.05",2,1
PKR54112,Paula Henderson,44,Female,34854,9/20/1992,Jason Duncan,Asian,Analyst Programmer,Nicholas Ward,Mid,Silver,Retail,"268,884.36","12,529.68",2,"3,547.47","231,498.18","446,067.71","388,879.54","157,381.84","15,193.64","754,235.32",2,3
PKR75973,James Grant,33,Male,42143,11/16/2003,Ernest Rivera,American,Database Administrator IV,Nicholas Morrison,High,Jade,Retail,"335,526.80","62,567.00",1,"5,215.82","1,099,840.76","2,704,170.35","712,727.07","1,452,705.47","81,626.47","1,591,725.84",3,4
PKR67265,Margaret Rivera,66,Female,8329,7/4/1995,Victor Martinez,Asian,Pharmacist,Daniel Carroll,High,Jade,Retail,"71,153.12","3,357.99",2,"1,652.20","262,372.62","411,362.40","103,676.70","223,841.34",660.55,"698,882.86",1,1
PKR92210,Frank James,38,Male,12790,4/21/1998,Nicholas Simmons,Asian,Software Engineer IV,Nicholas Ward,High,Gold,Private Bank,"153,042.86","11,321.52",1,"3,839.02","1,043,974.90","768,909.47","273,390.03","352,445.32","4,800.95","287,682.60",2,2
PKR37311,Jonathan Nelson,58,Male,38265,4/19/2007,Patrick Graham,European,Senior Editor,Peter Castillo,High,Jade,Institutional,"117,573.89","29,474.28",1,"7,522.91","1,475,007.59","1,053,001.48","369,336.34","295,704.82","46,731.90","2,048,937.80",0,3
PKR93006,Marilyn Mendoza,79,Female,37723,10/11/1994,Steve Diaz,Asian,Senior Cost Accountant,Daniel Carroll,High,Gold,Commercial,"219,948.15","32,740.68",1,"4,198.32","217,839.18","223,869.04","125,260.06","168,088.34","7,758.07","644,919.11",0,4
PKR50691,Larry Russell,30,Female,14993,10/3/2007,Anthony Torres,American,VP Quality Control,Fred Bryant,Mid,Jade,Institutional,"389,746.08","35,218.40",1,"2,219.90","386,539.66","1,252,407.57","399,704.54","405,478.05","51,611.64","1,909,063.30",3,3
PKR60221,Benjamin Wood,59,Female,23432,7/13/2013,Victor Martinez,Australian,Electrical Engineer,Carl Anderson,Low,Jade,Institutional,"222,185.79","44,354.07",1,"3,824.24","865,214.18","1,023,932.01","404,810.33","353,931.23","23,356.99","1,331,501.65",2,2
PKR50457,Brandon Burton,61,Female,12025,11/4/2003,Nicholas Simmons,European,Professor,Steve Sanchez,High,Platinum,Commercial,"46,631.31","21,327.57",3,"3,706.79","151,883.94","204,987.25","56,405.89","66,558.95","18,299.42","715,134.11",2,1
PKR61531,Diana Walker,23,Female,23489,8/8/1994,Dennis Ruiz,Asian,Office Assistant III,Eugene Cunningham,Low,Gold,Retail,"45,899.16","29,179.06",1,"1,080.37","240,303.96","93,779.23","93,779.23","30,313.50","15,891.17","47,541.64",2,1
PKR55634,Scott Jones,73,Female,445,5/21/2019,Raymond Alexander,European,Software Test Engineer II,Ernest Knight,Mid,Jade,Retail,"213,562.55","39,890.12",1,"4,447.33","356,462.12",0.00,0.00,0.00,"40,259.33","521,049.18",1,3
PKR73340,Martha Green,42,Female,32821,10/23/2006,Steve Diaz,American,Budget/Accounting Analyst II,Kevin Kim,Mid,Silver,Institutional,"62,265.14","20,300.16",1,"2,802.88","141,136.94","565,013.46","239,239.93","275,176.83","11,120.96","583,342.47",1,1
PKR36571,Scott Hudson,65,Male,10719,1/4/2001,Stephen Payne,Australian,GIS Technical Architect,Ryan Taylor,Mid,Silver,Institutional,"77,385.85","2,471.85",3,"2,914.84","428,019.96","414,347.00","260,712.72","143,391.99",526.26,"745,917.63",2,2
PKR48638,Chris Walker,29,Male,1031,12/8/1996,Anthony Berry,American,Budget/Accounting Analyst I,Jack Phillips,Low,Jade,Institutional,"136,921.89","23,715.42",1,954.86,"345,598.39","111,513.23","46,463.85","87,816.67",476.61,"415,285.40",0,1
PKR17470,Stephen Daniels,20,Male,27679,5/11/2010,Carl Nguyen,European,Director of Sales,Nicholas Ward,Mid,Jade,Retail,"121,124.02","53,804.40",1,"7,657.79","370,608.78","1,292,973.24","317,572.37","440,971.92","43,959.38","507,670.96",2,3
PKR90409,Ruth Sims,54,Male,39013,6/15/2019,Bruce Porter,Asian,Geologist II,Nicholas Morrison,Low,Gold,Commercial,"46,065.04","15,053.60",1,639.27,"286,540.10","826,638.75","173,663.60","609,559.24","18,316.96","1,111,305.78",1,1
PKR37142,Frances Ray,82,Male,42895,3/18/2013,Dennis Morris,Australian,Help Desk Technician,Gregory Boyd,Low,Gold,Private Bank,"260,944.03","21,134.01",1,327.85,"500,216.98","298,094.81","343,955.55","81,402.81","32,642.73","904,332.08",2,2
PKR88367,Benjamin GoPKRales,46,Male,23314,2/4/2008,Anthony Berry,African,Occupational Therapist,Nicholas Ward,High,Gold,Commercial,"226,151.90","6,668.46",1,"1,245.08","446,679.55","86,326.27","117,157.09","42,546.52","2,120.34","756,362.75",3,2
PKR58182,Tina West,58,Male,5564,6/9/2004,Paul Larson,African,Budget/Accounting Analyst IV,Nicholas Morrison,Mid,Platinum,Retail,"126,577.50","7,851.00",1,"5,217.30","1,203,236.10","181,465.92","37,805.40","100,940.42","56,313.90","1,055,124.00",1,3
PKR35165,Edward Wilson,32,Female,25364,1/18/2016,Ernest Rivera,Asian,Office Assistant III,Gregory Boyd,Mid,Jade,Institutional,"249,185.87","24,091.08",3,"4,896.61","1,252,227.23","2,569,398.61","1,275,715.39","359,536.13","33,250.07","481,759.11",3,3
PKR24057,Ashley Burns,28,Male,31081,9/29/2011,Jeremy Vasquez,European,General Manager,Eric Shaw,High,Jade,Institutional,"205,494.12","14,821.20",1,311.45,"1,886,976.73","2,365,411.67","1,544,359.69","246,315.60","33,050.06","1,779,026.34",3,4
PKR73753,Kelly Evans,37,Male,11036,9/18/1999,Bobby Burton,African,Registered Nurse,Victor Rogers,High,Gold,Retail,"27,514.69","6,758.00",1,472.39,"72,751.46","379,435.57","289,466.31","104,755.51","19,041.59","367,893.84",1,1
PKR23130,Jessica Moreno,66,Male,22928,10/1/1992,Frank Brown,Asian,Media Manager I,Juan Ramirez,Mid,Jade,Retail,"292,770.14","50,378.40",2,"2,913.12","207,917.14","359,098.54","410,398.33","60,533.75","20,133.29","437,118.70",0,2
PKR49045,Howard Hunter,17,Female,42531,6/10/2004,Adam Hernandez,Australian,Paralegal,Jeremy Porter,Mid,Platinum,Retail,"198,096.20","11,072.16",2,"6,595.85","114,777.98","917,484.85","732,223.49","121,478.52","20,052.03","1,698,348.54",0,4
PKR15747,Earl Jordan,57,Male,42864,2/8/2002,Anthony Simpson,Australian,Nurse Practicioner,Steve Sanchez,High,Platinum,Institutional,"362,306.18","44,052.20",2,"7,059.63","964,779.41","2,774,465.91","1,439,912.69","164,360.77","23,523.13","1,068,649.97",0,3
PKR20560,Roger Wright,78,Female,13518,11/9/2004,Stephen Payne,Asian,Staff Accountant IV,Nicholas Morrison,High,Jade,Retail,"139,988.22","11,940.28",1,"2,725.87","935,799.48","124,273.65","26,695.82","36,600.89","26,586.85","269,082.00",1,2
PKR89128,Nicholas Barnes,57,Female,42936,10/24/2000,Roger Alexander,European,Data Coordiator,Ryan Taylor,High,Jade,Private Bank,"33,068.70","33,989.40",1,278.62,"55,472.27","96,495.57","28,319.35","88,817.88","30,365.66","256,321.89",3,2
PKR66207,Julie Fox,64,Male,41092,8/5/1998,Joshua Ryan,European,Database Administrator II,Nicholas Ward,High,Gold,Institutional,"174,802.46","65,530.92",1,"6,168.37","955,717.01","1,776,637.42","448,471.58","1,225,362.35","50,727.61","499,975.50",2,4
PKR40294,Shawn Wallace,83,Female,12377,10/12/1998,Jonathan Hawkins,European,Marketing Assistant,Peter Castillo,Mid,Platinum,Institutional,"61,636.21","16,324.70",3,"3,175.48","287,448.70","103,147.24","58,137.53","26,368.18","9,625.77","99,371.97",1,1
PKR90506,Mark Harris,72,Female,3383,4/8/2002,Donald Reynolds,Asian,Engineer IV,Victor Gutierrez,Low,Gold,Private Bank,"95,092.11","21,094.15",1,"6,448.99","101,219.03","677,319.49","338,659.74","242,851.81","23,398.06","203,476.06",3,2
PKR82575,Joyce Gardner,18,Female,42011,6/14/1998,Jerry Green,American,Programmer Analyst II,Eugene Cunningham,High,Silver,Institutional,"137,228.52","44,184.40",1,"1,433.48","508,536.52","115,188.95","57,594.48","171,290.24","7,320.46","900,304.47",1,2
PKR22602,Jimmy Brown,22,Female,18592,8/4/2015,Benjamin Kim,African,Staff Accountant II,Jack Phillips,Mid,Jade,Institutional,"86,940.95","12,303.90",2,"2,040.85","216,689.70","566,112.05","210,537.54","149,247.72","5,029.06","372,413.19",0,1
PKR32945,Willie Scott,77,Female,36433,11/22/2006,Roger Alexander,American,Graphic Designer,Juan Ramirez,High,Jade,Commercial,"248,004.44","33,819.76",1,577.38,"189,579.46","1,052,953.51","579,477.77","85,225.63","13,528.13","2,192,573.71",2,2
PKR24180,Andrew Collins,21,Male,29021,10/15/1998,Bruce Porter,Asian,Recruiting Manager,Joe Carroll,Low,Silver,Institutional,"220,337.08","25,245.46",1,"1,881.86","744,311.00","353,911.49","109,834.60","178,176.13","13,489.86","512,965.60",1,2
PKR43809,Lori Bishop,50,Female,29484,10/29/2007,Jerry Green,European,Computer Systems Analyst III,Jeremy Porter,High,Silver,Retail,"338,674.04","61,516.20",1,344.33,"67,113.14","295,854.26","309,942.56","122,943.88",621.72,"952,042.96",1,4
PKR86910,Kelly Sullivan,31,Male,3962,6/26/1997,Shawn Cook,Asian,Developer I,Kevin Kim,High,Jade,Institutional,"359,289.60","68,461.12",1,"1,015.11","993,970.51","964,151.40","815,055.82","203,962.75","38,662.26","1,492,177.87",0,4
PKR17854,Frank Turner,40,Male,30951,8/28/2010,Jerry Green,European,Budget/Accounting Analyst IV,Nicholas Ward,High,Jade,Private Bank,"172,210.31","13,336.37",1,"6,019.43","1,691,022.41","1,119,262.60","613,521.72","116,403.31","23,747.59","848,784.54",3,3
PKR82540,Adam Nichols,49,Male,30950,4/22/2009,Anthony Berry,American,Accountant I,Ernest Knight,High,Jade,Retail,"373,315.24","55,703.79",1,"4,560.00","1,006,783.09","688,411.85","479,567.81","323,321.52","62,882.58","510,841.34",2,3
PKR26234,Lillian Fisher,29,Female,34719,8/30/1999,Joshua Ryan,Asian,Pharmacist,Nicholas Morrison,High,Jade,Private Bank,"238,756.39","33,685.52",1,"6,721.44","75,127.98","254,032.81","184,508.04","50,565.90","47,314.26","703,736.44",0,4
PKR38793,Stephen Rose,62,Male,9401,4/22/2013,Dennis Morris,European,Quality Control Specialist,Eugene Cunningham,High,Jade,Commercial,"136,993.01","26,132.34",2,"2,899.87","328,610.74","550,592.01","308,665.22","78,083.96","27,069.73","708,248.46",3,1
PKR49322,Steve Grant,59,Male,5411,1/12/1996,Anthony Torres,European,Tax Accountant,Eugene Cunningham,High,Jade,Commercial,"104,969.77","16,207.79",1,"4,486.60","204,480.31","1,087,915.49","566,160.10","440,605.77","57,773.66","191,774.98",2,4
PKR86286,Benjamin Greene,18,Female,15970,3/1/2016,George Lewis,Asian,VP Quality Control,Eugene Cunningham,Mid,Jade,Institutional,"55,803.05","4,509.56",2,"2,337.38","796,661.79","1,011,369.95","423,364.17","411,133.65","35,180.98","716,234.57",3,2
PKR92223,Samuel Harvey,59,Male,18341,12/20/2014,George Lewis,American,Office Assistant III,Victor Rogers,Mid,Gold,Private Bank,"59,987.49","13,287.68",1,920.08,"897,469.78","354,030.90","130,256.65","242,444.37","17,771.20","1,437,562.08",2,2
PKR68280,Sean Peters,34,Male,36480,3/28/2003,Shawn Wallace,Asian,Help Desk Technician,Jeremy Porter,Low,Jade,Retail,"70,501.02","2,847.80",1,"1,113.16","137,866.30","190,187.84","90,959.40","180,981.64","12,921.86","371,348.18",0,1
PKR87450,Angela Ramos,37,Male,1184,7/5/2007,Paul Holmes,American,Programmer I,Joe Carroll,High,Jade,Institutional,"59,768.75","15,256.25",1,"1,294.00","116,161.00","106,658.24","46,662.98","99,658.79","13,589.20","137,838.00",3,1
PKR51266,Rebecca Hamilton,70,Male,25316,6/5/2017,Shawn Wallace,Asian,Software Test Engineer IV,Nicholas Morrison,Mid,Jade,Retail,"126,495.38","26,566.69",1,"2,357.38","298,416.40","264,490.46","188,281.34","215,806.28","15,867.16","520,962.55",3,1
PKR68515,Ronald Reed,34,Male,11154,12/4/1992,Frank Brown,Asian,Safety Technician II,Juan Ramirez,High,Jade,Retail,"446,770.81","20,431.73",2,"1,504.63","866,230.45","3,890,598.08","1,969,923.08","482,631.15","49,155.13","1,156,672.62",2,4
PKR22846,Kathy Ellis,82,Female,6338,4/17/1994,Ernest Rivera,European,Safety Technician IV,Juan Ramirez,High,Silver,Retail,"303,829.69","13,388.07",1,"2,446.86","314,467.32","59,044.12","20,410.31","30,440.52","29,712.24","899,282.95",2,2
PKR70559,Bobby Baker,60,Female,40710,1/31/1993,James Castillo,European,Automation Specialist IV,Ernest Knight,Mid,Platinum,Institutional,"56,861.37","20,159.04",3,324.05,"657,736.00","1,206,135.00","705,282.33","316,865.98","16,297.03","1,656,805.00",3,2
PKR58661,Theresa Crawford,70,Male,26906,12/25/1999,Shawn Cook,Australian,Administrative Officer,Jack Phillips,Mid,Silver,Commercial,"266,959.84","24,591.70",2,"5,225.56","628,014.58","646,178.74","576,945.31","173,083.59",941.98,"509,266.80",1,2
PKR23121,Ralph Wright,49,Male,3684,8/3/2015,Gregory Simmons,Asian,Electrical Engineer,Carl Anderson,Mid,Silver,Institutional,"162,388.33","17,051.40",1,418.61,"230,956.27","762,328.25","418,221.75","65,591.99",459.43,"1,244,204.71",2,2
PKR75610,Randy Ross,80,Female,4322,10/30/1994,Todd Roberts,European,Pharmacist,Eric Shaw,High,Gold,Retail,"152,605.64","16,132.62",2,"1,094.21","283,293.42","370,664.48","248,563.24","195,013.12","25,294.88","265,156.75",2,1
PKR96933,David Gomez,24,Male,774,5/26/2011,Carl Nguyen,American,Recruiting Manager,Lawrence Sanchez,High,Platinum,Retail,"455,859.89","20,830.10",1,"5,386.42","807,653.90","506,526.41","168,842.14","243,793.36","65,502.67","524,468.24",0,4
PKR59583,Sean Hart,43,Female,35292,6/13/2001,Shawn Cook,Australian,VP Accounting,Joe Carroll,Low,Silver,Institutional,"244,722.66","58,019.35",1,"5,268.25","805,464.63","335,673.00","160,539.26","293,349.01","20,436.52","1,591,663.47",0,5
PKR64445,Melissa Young,68,Male,20043,10/17/2012,Gregory Simmons,Asian,Programmer III,Carl Anderson,High,Jade,Retail,"145,929.00","9,192.00",2,209.58,"642,987.72","528,116.25","413,585.02","211,564.64","39,254.44","207,783.03",3,2
PKR16141,Raymond Willis,18,Male,15016,3/21/2005,Patrick Graham,Australian,Registered Nurse,Victor Rogers,Mid,Jade,Institutional,"340,620.92","13,051.75",2,"1,957.85","361,330.66","408,152.38","344,818.39","190,213.08","12,113.47","1,014,594.79",2,3
PKR16245,Howard Evans,36,Female,17069,5/13/2008,Stephen Payne,American,Developer II,Gregory Boyd,Low,Platinum,Institutional,"87,756.88","13,734.00",1,611.00,"378,562.60","127,377.06","66,138.09","29,860.12","20,495.02","86,328.58",2,1
PKR51347,Jennifer Tucker,69,Male,25594,12/17/2014,Paul Larson,European,Biostatistician II,Steve Sanchez,High,Gold,Retail,"143,783.20","9,774.29",1,"1,838.16","222,209.05","540,814.57","373,162.05","139,151.59","15,997.32","784,376.32",0,1
PKR74826,Todd Miller,28,Male,29157,3/14/1993,Shawn Cook,European,Systems Administrator I,Steve Sanchez,High,Jade,Commercial,"94,100.43","17,554.86",1,699.99,"90,544.73","650,368.82","218,658.48","355,684.47","12,835.21","273,553.43",1,1
PKR49841,Michelle Anderson,41,Male,15087,1/14/2008,Paul Holmes,Australian,Automation Specialist III,Victor Gutierrez,High,Platinum,Commercial,"247,280.35","17,404.41",2,"2,403.72","143,660.95","192,955.96","291,254.28","59,707.13","15,073.39","400,699.72",0,2
PKR92294,Randy Spencer,74,Male,32199,8/24/2010,Dennis Ruiz,American,Budget/Accounting Analyst III,Gregory Boyd,Low,Jade,Retail,"331,759.84","31,363.64",1,"2,218.10","1,000,954.99","475,504.33","324,461.78","279,596.55","51,420.14","835,541.25",3,3
PKR13248,Brenda Montgomery,63,Male,31760,1/26/2010,James Castillo,European,Web Developer I,Daniel Carroll,Mid,Jade,Retail,"67,646.56","1,606.25",1,"1,407.58","270,694.94","27,280.61","13,010.75","14,479.71","8,318.70","238,537.00",3,1
PKR78119,Brian Richardson,19,Male,40315,10/31/2008,Shawn Long,American,Physical Therapy Assistant,Joe Carroll,High,Jade,Private Bank,"345,696.55","10,441.06",3,"1,818.71","717,055.82","147,698.37","113,349.91","61,895.92","5,289.00","471,020.00",3,3
PKR45023,Carl Robinson,33,Female,33592,5/24/1992,Bruce Porter,European,Safety Technician II,Eric Shaw,High,Jade,Retail,"112,870.08","32,374.20",1,799.18,"900,385.93","1,435,680.24","396,419.17","526,487.51","28,185.83","1,417,066.08",1,2
PKR25976,Ruth Reyes,80,Female,5071,12/13/1997,Donald Reynolds,European,Design Engineer,Ernest Knight,High,Platinum,Retail,"163,505.32","32,595.12",2,"4,321.13","768,675.87","1,230,159.33","299,786.73","447,715.97","55,078.00","1,126,976.28",1,2
PKR39108,Gary Taylor,46,Male,38823,3/14/2015,Phillip Peters,European,Social Worker,Victor Rogers,High,Gold,Private Bank,"221,165.78","21,311.16",1,"7,306.48","782,563.02","2,140,190.29","781,992.61","430,644.70","20,385.46","1,253,848.32",2,2
PKR16958,Henry Holmes,81,Female,36080,2/28/2017,Donald Reynolds,Asian,Automation Specialist IV,Daniel Carroll,High,Gold,Private Bank,"91,667.36","22,934.10",2,"4,658.15","257,599.60","945,239.66","462,564.09","110,143.88","38,451.05","1,143,777.05",2,1
PKR26204,Victor Young,36,Female,6283,6/13/2012,Roy Rice,Australian,Quality Control Specialist,Joe Carroll,High,Jade,Private Bank,"64,318.50","22,468.50",1,"5,126.54","535,407.39","131,688.70","55,760.08","38,355.82","33,785.07","386,056.89",3,2
PKR99025,Judy Allen,69,Female,1031,11/1/2000,Paul Larson,European,Human Resources Assistant I,Jeremy Porter,High,Jade,Institutional,"47,528.21","20,520.08",1,"5,525.30","159,111.39","936,383.12","664,271.79","170,069.58","56,265.96","705,328.04",2,2
